name,state,url,location,summit_elevation,base_elevation,vertical_drop,skiable_area,number_of_trails,number_of_lifts,annual_snowfall,website,coordinates,owner_operator,opening_year,status
Howelsen Hill Ski Area,Colorado,https://en.wikipedia.org/wiki/Howelsen_Hill_Ski_Area,"Steamboat Springs , Colorado , U.S.","7,136 ft (2,175 m)","6,696 ft (2,041 m)",440 ft (134 m),50 acres (0.2 km 2 ),17 alpine  9 nordic,,170 in (432 cm),https://steamboatsprings.net/131/Howelsen-Hill-Ski-Area,40°28′59″N 106°50′20″W ﻿ / ﻿ 40.483°N 106.839°W ﻿ / 40.483; -106.839,"Steamboat Springs, Colorado (Parks & Recreation)",,Operating
Kendall Mountain Ski Area,Colorado,https://en.wikipedia.org/wiki/Kendall_Mountain_Ski_Area,,,,,,,,,,,,,
Keystone Resort,Colorado,https://en.wikipedia.org/wiki/Keystone_Resort,"White River National Forest Summit County, Colorado , United States","12,408 feet (3,782 m)","9,280 feet (2,830 m)","3,128 feet (953 m)","3,148 acres (12.7 km 2 )",135 total (19% beginner 32% intermediate 49% advanced),,230 inches (19.2 ft; 5.8 m),https://www.keystoneresort.com/,39°36′18″N 105°57′15″W ﻿ / ﻿ 39.60500°N 105.95417°W ﻿ / 39.60500; -105.95417,Vail Resorts,,Operating
Lake City Ski Hill,Colorado,https://en.wikipedia.org/w/index.php?title=Lake_City_Ski_Hill&action=edit&redlink=1,,,,,,,,,,,,,
Loveland Ski Area,Colorado,https://en.wikipedia.org/wiki/Loveland_Ski_Area,"Arapahoe National Forest Clear Creek County , Colorado , U.S.","13,010 ft (3,965 m) (Basin) 11,250 ft (3,429 m) (Valley)","10,800 ft (3,292 m) (Basin) 10,400 ft (3,170 m) (Valley)","2,210 ft (674 m) (Basin) 850 ft (259 m) (Valley)","1,800 acres (7.3 km 2 )",94 total : 13% beginner : 41% intermediate : 46% advanced/expert,,"422 inches (1,070 cm)",http://www.skiloveland.com,39°40′48″N 105°53′49″W ﻿ / ﻿ 39.680°N 105.897°W ﻿ / 39.680; -105.897,,,
Monarch Ski Area,Colorado,https://en.wikipedia.org/wiki/Monarch_Ski_Area,"Chaffee County , Colorado , United States","11,960 feet (3,650 m)","10,790 feet (3,290 m)",,800 acres (3.2 km 2 ),63 total 14% beginner 28% Intermediate 27% Advanced 31% Expert,,400 in/year (1016 cm/year),https://skimonarch.com/,38°30′45″N 106°19′57″W ﻿ / ﻿ 38.51250°N 106.33250°W ﻿ / 38.51250; -106.33250,,,
Powderhorn Resort,Colorado,https://en.wikipedia.org/wiki/Powderhorn_Resort,"Mesa County, Colorado , United States","9,850 feet (3,000 m)","8,200 ft","1,650 ft","1,600 acres (6.5 km 2 )",63 total 20% beginner 50% intermediate 30% advanced/expert,,250 in/year,https://www.powderhorn.com/,39°3′47″N 108°9′20″W ﻿ / ﻿ 39.06306°N 108.15556°W ﻿ / 39.06306; -108.15556,,,
Purgatory Resort,Colorado,https://en.wikipedia.org/wiki/Purgatory_Resort,"La Plata County, Colorado , United States","10,822 ft (3,299 m)","8,793 ft (2,680 m)","2,029 ft (618 m)","1,650 acres (6.7 km 2 )",105 total 22% beginner 35% intermediate 43% advanced,,260 inches,https://www.purgatory.ski/,37°37′47″N 107°48′52″W ﻿ / ﻿ 37.62972°N 107.81444°W ﻿ / 37.62972; -107.81444,,,
Silverton Mountain,Colorado,https://en.wikipedia.org/wiki/Silverton_Mountain,"Storm Peak Silverton, Colorado , US","13,487 feet (4,111 m)","10,400 feet (3,200 m)",,1819 acres,,,450-500 in,https://silvertonmountain.com/,37°53′05″N 107°39′55″W ﻿ / ﻿ 37.88470°N 107.66529°W ﻿ / 37.88470; -107.66529,,,
Ski Cooper,Colorado,https://en.wikipedia.org/wiki/Ski_Cooper,"Eagle / Lake counties, Colorado , USA","11,700 feet (3,566 m)","10,500 feet (3,200 m)","1,200 feet (366 m)","470 acres (1.9 km 2 ) lift served 2,400 acres (9.7 km 2 ) snowcat served",60 total - 31% beginner - 35% intermediate - 34% advanced/expert,,250 inches (640 cm),https://www.skicooper.com/,39°21′36″N 106°18′07″W ﻿ / ﻿ 39.360°N 106.302°W ﻿ / 39.360; -106.302,,,
Ski Granby Ranch,Colorado,https://en.wikipedia.org/w/index.php?title=Ski_Granby_Ranch&action=edit&redlink=1,,,,,,,,,,,,,
Steamboat Ski Resort,Colorado,https://en.wikipedia.org/wiki/Steamboat_Ski_Resort,"Routt County , Colorado, United States.","10,568 feet (3,221 m)","6,900 feet (2,103 m)","3,668 feet (1,118 m)","3,741 acres (15.1 km 2 )",170 total - 14% beginner - 42% intermediate - 44% advanced,,400 inches (33.3 ft; 10.2 m),https://www.steamboat.com,40°27′32″N 106°48′11″W ﻿ / ﻿ 40.459°N 106.803°W ﻿ / 40.459; -106.803,Alterra Mountain Company,,Operating
Sunlight Ski Area,Colorado,https://en.wikipedia.org/wiki/Sunlight_Ski_Area,"White River National Forest , Garfield County, Colorado , U.S.","9,895 feet (3,016 m)","7,885 feet (2,403 m)","2,010 feet (613 m)",680 acres (2.8 km 2 ),67 total - 20% beginner - 55% intermediate - 20% advanced - 5% expert,,250 in (635 cm),https://sunlightmtn.com/,39°23′59.3″N 107°20′21.4″W ﻿ / ﻿ 39.399806°N 107.339278°W ﻿ / 39.399806; -107.339278,,,
Telluride Ski Resort,Colorado,https://en.wikipedia.org/wiki/Telluride_Ski_Resort,"Telluride , Colorado , United States","13,150 ft (4,010 m)","8,725 ft (2,659 m)","4,425 ft (1,349 m) including hike-to  3,845 ft (1,172 m) lift-served","2,000 acres (8.1 km 2 )",127 23% beginner 36% intermediate 41% advanced/expert,,330 in/year (838 cm/year),http://tellurideskiresort.com,37°56′11″N 107°49′13″W ﻿ / ﻿ 37.93639°N 107.82028°W ﻿ / 37.93639; -107.82028,,,Operating
Vail Ski Resort,Colorado,https://en.wikipedia.org/wiki/Vail_Ski_Resort,"Vail , Eagle County , Colorado , United States","11,570 ft (3,527 m)","8,120 ft (2,475 m)","3,450 ft (1,052 m)","5,317 acres (8.3 mi 2 ; 21.5 km 2 )",195 total 18% beginner 29% intermediate 53% advanced,,354 in (29.5 ft; 9.0 m),http://www.vail.com/,39°38′20″N 106°22′26″W ﻿ / ﻿ 39.639°N 106.374°W ﻿ / 39.639; -106.374,Vail Resorts,,Operating
Winter Park Resort,Colorado,https://en.wikipedia.org/wiki/Winter_Park_Resort,"Grand County , Colorado , U.S.","12,060 feet (3,676 m)","9,000 feet (2,743 m)","3,060 feet (933 m)","3,081 acres (12.5 km 2 )",167 total 8% beginner 18% intermediate 19% advanced 52% most difficult 3% expert,,370 in (30.8 ft; 9.4 m),https://www.winterparkresort.com/,39°53′13″N 105°45′45″W ﻿ / ﻿ 39.88694°N 105.76250°W ﻿ / 39.88694; -105.76250,City and County of Denver,,Operating
Wolf Creek ski area,Colorado,https://en.wikipedia.org/wiki/Wolf_Creek_ski_area,"Mineral County, Colorado , USA","11,904 feet (3,628 m)","10,300 feet (3,100 m)",,"1,600 acres (6.5 km 2 )",77 20% Beginner 35% Intermediate 25% Advanced 20% Expert,,430 in/year (10.9 m/year),https://wolfcreekski.com/,37°28′20″N 106°47′36″W ﻿ / ﻿ 37.47222°N 106.79333°W ﻿ / 37.47222; -106.79333,,,
Bald Mountain,Idaho,https://en.wikipedia.org/wiki/Bald_Mountain_Ski_Area,"Clearwater County , Idaho , U.S.","4,400 ft (1,341 m)","3,716 ft (1,133 m) 4,000 ft (1,219 m) main lodge",684 ft (208 m),140 acres (0.57 km 2 ),15 - 25% easiest - 40% more difficult - 35% most difficult,,100 inches (250 cm),http://www.skibaldmountain.com/about.html,46°34′N 115°52′W ﻿ / ﻿ 46.57°N 115.87°W ﻿ / 46.57; -115.87,,,
Bogus Basin,Idaho,https://en.wikipedia.org/wiki/Bogus_Basin,"Boise National Forest Boise County , Idaho , U.S.","7,582 ft (2,311 m) AMSL","5,790 ft (1,765 m) Pine Creek - (Chair 6) 6,150 ft (1,875 m) main base area - (Chair 1)","1,790 ft (546 m)","2,600 acres (10.5 km 2 )",90 - 22% easiest - 45% more difficult - 33% most difficult,,250 in (640 cm),https://www.bogusbasin.org,43°45′50″N 116°06′14″W ﻿ / ﻿ 43.764°N 116.104°W ﻿ / 43.764; -116.104,,,Operating
Brundage Mountain,Idaho,https://en.wikipedia.org/wiki/Brundage_Mountain,"Payette National Forest Adams & Valley counties, Idaho , U.S.","7,640 ft (2,330 m)","5,840 ft (1,780 m) Centennial 6,000 ft (1,830 m) main base area","1,800 ft (550 m)","1,500 acres (610 ha)",46 - 20% easiest - 50% more difficult - 30% most difficult,,300–350 in (760–890 cm),http://www.brundage.com,45°00′18″N 116°09′18″W ﻿ / ﻿ 45.005°N 116.155°W ﻿ / 45.005; -116.155,,,
Cottonwood Butte,Idaho,https://en.wikipedia.org/wiki/Cottonwood_Butte,"Idaho County , Idaho , U.S.","5,730 ft (1,747 m) 5,566 ft (1,697 m) - lift","4,721 ft (1,439 m)",845 ft (258 m),260 acres (1.1 km 2 ),7,,45 in (110 cm),http://www.cottonwoodbutte.org/,46°04′32″N 116°27′10″W ﻿ / ﻿ 46.0755°N 116.4528°W ﻿ / 46.0755; -116.4528,,,
Kelly Canyon,Idaho,https://en.wikipedia.org/wiki/Kelly_Canyon,"Targhee National Forest Jefferson County & Madison County , Idaho , United States","6,600 feet (2,012 m)","5,600 feet (1,707 m)","1,000 feet (305 m)",640 acres (2.6 km 2 ),26 - 35% easiest - 45% more difficult - 20% most difficult,,200 inches (510 cm),http://www.kellycanyonresort.com/,43°38′45″N 111°37′48″W ﻿ / ﻿ 43.64583°N 111.63000°W ﻿ / 43.64583; -111.63000,,,
Little Ski Hill,Idaho,https://en.wikipedia.org/wiki/Little_Ski_Hill,"Adams County , Idaho , U.S.","5,600 ft (1,707 m)","5,195 ft (1,583 m)",405 ft (123 m),50 acres (20 ha),,,,http://www.littleskihill.org/,44°55′48″N 116°09′47″W ﻿ / ﻿ 44.93000°N 116.16306°W ﻿ / 44.93000; -116.16306,,,
Lookout Pass,Idaho,https://en.wikipedia.org/wiki/Lookout_Pass_Ski_and_Recreation_Area,"Shoshone County , Idaho & Mineral County , Montana United States","6,150 ft (1,870 m)","4,500 ft (1,370 m) Timber Wolf chair 4,720 ft (1,440 m) Main base area","1,650 ft (500 m)","1,023 acres (4.1 km 2 )",52 - 14% beginner - 42% intermediate - 42% advanced - 2% expert,,"400 in (1,020 cm)",http://www.skilookout.com,47°27′11″N 115°42′25″W ﻿ / ﻿ 47.453°N 115.707°W ﻿ / 47.453; -115.707,,,
Lost Trail Powder Mountain,Idaho,https://en.wikipedia.org/wiki/Lost_Trail_Powder_Mountain,"Lost Trail Pass Lemhi County , Idaho & Ravalli County , Montana","8,200 ft (2,500 m)","6,400 ft (1,950 m) lowest lift - #3 7,000 ft (2,134 m) main base area","1,800 ft (550 m)",900 acres (3.6 km 2 ),60+ - 20% easiest - 60% more difficult - 20% most difficult,,300 in (760 cm),http://www.losttrail.com,45°41′31″N 113°57′07″W ﻿ / ﻿ 45.692°N 113.952°W ﻿ / 45.692; -113.952,,,
Magic Mountain,Idaho,https://en.wikipedia.org/wiki/Magic_Mountain_Resort,"Sawtooth National Forest Twin Falls Co. , Idaho , U.S.","7,240 ft (2,207 m)","6,540 ft (1,993 m)",700 ft (213 m),120 acres (0.49 km 2 ),11,,230 inches (580 cm),http://www.magicmountainresort.com/,42°11′17.9″N 114°17′10.0″W ﻿ / ﻿ 42.188306°N 114.286111°W ﻿ / 42.188306; -114.286111,,,
Pebble Creek,Idaho,"https://en.wikipedia.org/wiki/Pebble_Creek,_Idaho","Caribou National Forest Bannock County , Idaho , U.S.","9,271 ft (2,826 m) 8,560 ft (2,609 m) - lifts","6,360 ft (1,939 m)","2,911 ft (887 m) 2,200 ft (671 m) - lifts","1,100 acres (4.5 km 2 )",54 - 12% beginner - 35% intermediate - 53% advanced,,250 inches (640 cm),http://www.pebblecreekskiarea.com,42°46′41″N 112°09′36″W ﻿ / ﻿ 42.778°N 112.160°W ﻿ / 42.778; -112.160,,,
Sandpoint,Idaho,"https://en.wikipedia.org/wiki/Sandpoint,_Idaho",,,,,,,,,https://www.sandpointidaho.gov,48.28222°N 116.56139°W,,,
Pomerelle,Idaho,https://en.wikipedia.org/wiki/Pomerelle,"Sawtooth National Forest Cassia County , Idaho , U.S.","8,762 ft (2,671 m)","7,760 ft (2,365 m)","1,002 ft (305 m)",500 acres (2.0 km 2 ),24 – 20% easiest – 50% more difficult – 30% most difficult,,500 inches (41.7 ft; 12.7 m),http://www.pomerelle.com,42°19′05″N 113°36′29″W ﻿ / ﻿ 42.318°N 113.608°W ﻿ / 42.318; -113.608,,,
Rotarun,Idaho,https://en.wikipedia.org/wiki/Rotarun_Ski_Area,"25 Rodeo Drive Blaine County, Idaho , U.S.","5,895 feet (1,797 m)","5,420 feet (1,652 m)",475 feet (145 m),,,,,http://rotarun.org,43°29′51.0″N 114°21′57.6″W ﻿ / ﻿ 43.497500°N 114.366000°W ﻿ / 43.497500; -114.366000,,,
Schweitzer Mountain,Idaho,https://en.wikipedia.org/wiki/Schweitzer_Mountain,"Bonner County , Idaho , U.S.","6,400 ft (1,951 m)","3,960 ft (1,207 m) lowest chair - Stella 4,700 ft (1,433 m) main village","2,440 ft (744 m)","2,900 acres (11.7 km 2 )",92 - 20% beginner - 40% intermediate - 35% advanced - 5% expert,,300 in (760 cm),https://www.schweitzer.com/,48°22′01″N 116°37′23″W ﻿ / ﻿ 48.367°N 116.623°W ﻿ / 48.367; -116.623,Alterra Mountain Company,,
Silver Mountain,Idaho,https://en.wikipedia.org/wiki/Silver_Mountain_(Idaho),"Kellogg , Idaho , U.S.","6,297 ft (1,919 m) Kellogg Peak","4,100 ft (1,250 m) lowest chairlift - (#4) 5,650 ft (1,722 m) Mountain Haus (gondola summit & lodge) 2,300 ft (701 m) (gondola base & village)","2,197 ft (670 m)","1,600 acres (6.5 km 2 )",67 - 20% beginner - 40% intermediate - 30% advanced - 10% expert,,300 in (760 cm),http://www.silvermt.com,47°29′42″N 116°08′06″W ﻿ / ﻿ 47.495°N 116.135°W ﻿ / 47.495; -116.135,,,
Snowhaven,Idaho,https://en.wikipedia.org/wiki/Snowhaven,"Idaho County , Idaho , U.S.","5,600 ft (1,707 m)","5,200 ft (1,585 m)",400 ft (122 m),40 acres (16 ha),9 - 75% beginner - 25% intermediate,,60 in (150 cm),http://grangeville.us/snowhaven-ski-and-tubing-hill/,45°52′8.4″N 116°5′24″W ﻿ / ﻿ 45.869000°N 116.09000°W ﻿ / 45.869000; -116.09000,,,
Soldier Mountain,Idaho,https://en.wikipedia.org/wiki/Soldier_Mountain,"Sawtooth National Forest Camas County, Idaho , U.S.","7,177 feet (2,188 m)","5,756 feet (1,754 m)","1,421 feet (433 m)","1,180 acres (4.8 km 2 )",36 - 28% easiest - 25% more difficult - 47% most difficult,,100 inches (250 cm),https://soldiermountain.com/,43°29′06″N 114°49′48″W ﻿ / ﻿ 43.485°N 114.830°W ﻿ / 43.485; -114.830,,,
Sun Valley,Idaho,https://en.wikipedia.org/wiki/Bald_Mountain_(Idaho),"Ketchum and Sun Valley Blaine County , Idaho , U.S.","9,150 ft (2,789 m)","5,750 ft (1,753 m) River Run","3,400 ft (1,036 m)","2,054 acres (8.3 km 2 )",75 - 36% easiest - 42% more difficult - 22% most difficult,,220 in (18 ft; 560 cm),http://www.sunvalley.com,43°39′18″N 114°24′33″W ﻿ / ﻿ 43.65500°N 114.40917°W ﻿ / 43.65500; -114.40917,,,
Tamarack,Idaho,https://en.wikipedia.org/wiki/Tamarack_Resort,"Valley County , Idaho , U.S.","7,660 ft (2,335 m)","4,900 ft (1,494 m)","2,760 ft (841 m)","1,100 acres (4.5 km 2 )",50 – 17% novice – 45% intermediate – 38% advanced,,300 in (760 cm),http://www.tamarackidaho.com,44°40′16″N 116°07′23″W ﻿ / ﻿ 44.671°N 116.123°W ﻿ / 44.671; -116.123,,,
Bear Paw Ski Bowl,Montana,https://en.wikipedia.org/wiki/Bear_Paw_Ski_Bowl,"Hill County, Montana",5850 ft,4990 ft,860,80 acres,24,,"140""",https://www.bearpawskibowl.org/,48°9′51.84″N 109°40′12.79″W ﻿ / ﻿ 48.1644000°N 109.6702194°W ﻿ / 48.1644000; -109.6702194,Chippewa Cree Tribe of Rocky Boy,1960 ( 1960 ),Active
Big Sky,Montana,https://en.wikipedia.org/wiki/Big_Sky_Resort,"Big Sky , Madison County , Montana United States","11,166 ft (3,403 m)","6,800 ft (2,073 m) Lone Moose 7,500 ft (2,286 m) Mountain Village","4,350 ft (1,326 m) total","5,850 acres (23.7 km 2 )",320+ - 15% beginner - 25% intermediate - 60% advanced,,,bigskyresort.com,45°16′30″N 111°25′55″W ﻿ / ﻿ 45.275°N 111.4319°W ﻿ / 45.275; -111.4319,Boyne Resorts,,Operating
Blacktail Mountain,Montana,https://en.wikipedia.org/wiki/Blacktail_Mountain_Ski_Area,"Lakeside , Montana",6789 ft,5236 ft,1553 ft,,26 - 15% beginner - 70% intermediate - 15% advanced,,250 inches,http://www.blacktailmountain.com/,48°00′47″N 114°14′49″W ﻿ / ﻿ 48.01306°N 114.24694°W ﻿ / 48.01306; -114.24694,,,
Bridger Bowl,Montana,https://en.wikipedia.org/wiki/Bridger_Bowl_Ski_Area,"Gallatin National Forest Gallatin County , Montana United States","8,700 feet (2,650 m)","6,100 feet (1,860 m)","2,600 feet (790 m)","2,000 acres (8.1 km 2 )",75,,350 in (29.2 ft; 8.9 m),https://bridgerbowl.com,45°49′05″N 110°53′49″W ﻿ / ﻿ 45.818°N 110.897°W ﻿ / 45.818; -110.897,,,
Discovery,Montana,https://en.wikipedia.org/wiki/Discovery_Ski_Area,"Granite County, Montana","8,158 feet (2,487 m)","6,480 feet (1,980 m)",,"2,200 acres (8.9 km 2 )",67,,"215 """,http://www.skidiscovery.com/,46°15′23″N 113°14′31″W ﻿ / ﻿ 46.25639°N 113.24194°W ﻿ / 46.25639; -113.24194,,,
Great Divide,Montana,https://en.wikipedia.org/wiki/Great_Divide_Montana,"Marysville , Montana","7,233 ft (2,205 m)","5,730 ft (1,750 m)",1500 ft,,140,,180 inches (460 cm),http://www.skigd.com,46°44′59″N 112°18′15″W ﻿ / ﻿ 46.7497°N 112.3043°W ﻿ / 46.7497; -112.3043,,,
Lost Trail Powder Mountain,Montana,https://en.wikipedia.org/wiki/Lost_Trail_Powder_Mountain,"Lost Trail Pass Lemhi County , Idaho & Ravalli County , Montana","8,200 ft (2,500 m)","6,400 ft (1,950 m) lowest lift - #3 7,000 ft (2,134 m) main base area","1,800 ft (550 m)",900 acres (3.6 km 2 ),60+ - 20% easiest - 60% more difficult - 20% most difficult,,300 in (760 cm),http://www.losttrail.com,45°41′31″N 113°57′07″W ﻿ / ﻿ 45.692°N 113.952°W ﻿ / 45.692; -113.952,,,
Maverick Mountain,Montana,https://en.wikipedia.org/wiki/Maverick_Mountain_Ski_Area,"Polaris, Montana","8,250 ft (2,510 m)","6,500 ft (2,000 m)","1,750 ft",210 acres (0.85 km 2 ),24,,"180""",http://skimaverick.com,45°26′06″N 113°07′46″W ﻿ / ﻿ 45.43500°N 113.12944°W ﻿ / 45.43500; -113.12944,,,
Montana Snowbowl,Montana,https://en.wikipedia.org/wiki/Montana_Snowbowl,"Missoula County, Montana","7,600 ft (2,315 m)","5,000 ft (1,525 m)","2,600 ft (790 m)","950 acres (3.8 km 2 ), lift served, skiable",39,,300 inches (760 cm),http://www.montanasnowbowl.com,47°01′N 114°00′W ﻿ / ﻿ 47.02°N 114.0°W ﻿ / 47.02; -114.0,,,
Moonlight Basin,Montana,https://en.wikipedia.org/wiki/Moonlight_Basin,"Big Sky, Montana","11,166 feet (3,403.4 m)","7,000 feet (2,100 m)",,"1,900 acres (769 ha)",76+,,400 inches,http://www.bigskyresort.com/,45°18′51″N 111°27′03″W ﻿ / ﻿ 45.31417°N 111.45083°W ﻿ / 45.31417; -111.45083,,,
Red Lodge Mountain,Montana,https://en.wikipedia.org/wiki/Red_Lodge_Mountain,"Carbon County, Montana","9,416 ft (2,870 m)","7,016 ft (2,138 m)","2,400 ft (732 m)","1,600 acres (6.5 km 2 )",65 - 17% easiest - 45% more difficult - 38% most difficult,,250 in (640 cm),http://www.redlodgemountain.com,45°11′28″N 109°20′06″W ﻿ / ﻿ 45.191°N 109.335°W ﻿ / 45.191; -109.335,,,
Showdown,Montana,https://en.wikipedia.org/wiki/Showdown_Ski_Area,"Meagher County, Montana , near Neihart, Montana","8,200 ft (2,500 m)","6,800 ft (2,100 m)",1400 ft,640 acres (2.6 km 2 ),39,,20 feet (6.1 m),http://www.showdownmontana.com/,46°50′19″N 110°42′32″W ﻿ / ﻿ 46.83861°N 110.70889°W ﻿ / 46.83861; -110.70889,,,
Teton Pass,Montana,https://en.wikipedia.org/wiki/Teton_Pass_Ski_Area,"Teton County , Montana , U.S.","7,200 ft (2,195 m)","6,190 ft (1,887 m)","1,000 ft (305 m)",114 acres (0.46 km 2 ),26,,250 in (21 ft; 6.4 m),https://www.skitetonmt.com/,47°55′41″N 112°48′55″W ﻿ / ﻿ 47.92806°N 112.81528°W ﻿ / 47.92806; -112.81528,,,
Turner Mountain,Montana,https://en.wikipedia.org/wiki/Turner_Mountain_Ski_Resort,"Lincoln County, Montana , U.S.","5,952 ft (1,814 m)","3,842 ft (1,171 m)","2,110 ft (643 m)",,20,,250 inches (640 cm),http://www.skiturner.com,48°36′18″N 115°37′48″W ﻿ / ﻿ 48.605°N 115.63°W ﻿ / 48.605; -115.63,,,
Whitefish Mountain Resort,Montana,https://en.wikipedia.org/wiki/Whitefish_Mountain_Resort,"The Big Mountain Flathead National Forest Flathead County , Montana , U.S.","6,817 ft (2,078 m)","4,464 ft (1,361 m)","2,353 ft (717 m)","3,020 acres (12.2 km 2 )",93 - 15% beginner - 35% intermediate - 40% advanced - 10% expert,,300 inches (25 ft; 760 cm),http://www.skiwhitefish.com/,48°30′N 114°20′W ﻿ / ﻿ 48.50°N 114.34°W ﻿ / 48.50; -114.34,,,
Yellowstone Club,Montana,https://en.wikipedia.org/wiki/Yellowstone_Club,,,,,,,,,,,,,
Angel Fire Resort,New Mexico,https://en.wikipedia.org/wiki/Angel_Fire_Resort,"Angel Fire, New Mexico , United States","10,677 feet (3,254 m)","8,600 feet (2,600 m)",,560 acres (2.3 km 2 ),80 21% Beginner 56% Intermediate 23% Expert,,210 inches (530 cm),http://www.angelfireresort.com,36°23′15″N 105°16′24″W ﻿ / ﻿ 36.38750°N 105.27333°W ﻿ / 36.38750; -105.27333,,,
Pajarito Mountain,New Mexico,https://en.wikipedia.org/wiki/Pajarito_Mountain_Ski_Area,"Los Alamos County, New Mexico , United States","10,440 feet (3,180 m)","9,000 feet (2,700 m)",,280 acres (1.1 km 2 ),40 20% Beginner 50% Intermediate 30% Advanced/Expert,,125 in/year (3.17 m/year),http://www.pajarito.ski/,35°53′39″N 106°23′25″W ﻿ / ﻿ 35.89417°N 106.39028°W ﻿ / 35.89417; -106.39028,,,
Red River Ski Area,New Mexico,https://en.wikipedia.org/w/index.php?title=Red_River_Ski_Area&action=edit&redlink=1,,,,,,,,,,,,,
Sandia Peak,New Mexico,https://en.wikipedia.org/wiki/Sandia_Peak_Ski_Area,"Bernalillo County , New Mexico , U.S.","10,378 feet (3,163 m)","8,678 feet (2,645 m)","1,700 feet (520 m)",200 acres (0.81 km 2 ),35 total  - 23% beginner - 49% intermediate - 29% advanced,,125 inches (10.4 ft; 3.2 m),http://www.sandiapeak.com,35°12′25.22″N 106°24′48.41″W ﻿ / ﻿ 35.2070056°N 106.4134472°W ﻿ / 35.2070056; -106.4134472,,,
Sipapu,New Mexico,https://en.wikipedia.org/wiki/Sipapu_(ski_area),"Taos County , New Mexico , USA","9,255 ft (2,821 m)","8,200 ft (2,500 m)","1,055 ft (322 m)",215 acres (87 ha),41 - 20% beginner - 40% intermediate - 25% advanced - 15% expert,,"185 in (4,700 mm)",http://www.sipapunm.com/,36°09′15″N 105°32′55″W ﻿ / ﻿ 36.154211°N 105.548508°W ﻿ / 36.154211; -105.548508,,,
Ski Apache,New Mexico,https://en.wikipedia.org/wiki/Ski_Apache,"Lincoln County, New Mexico , USA","11,500 ft (3,500 m)","9,600 ft (2,900 m)","1,900 ft (579 m)",750 acres,55 total 20% beginner 60% intermediate 20% advanced,,,https://skiapache.com/,33.39722°N 105.79917°W,,,
Ski Cloudcroft,New Mexico,https://en.wikipedia.org/wiki/Ski_Cloudcroft,"Cloudcroft , Otero County , New Mexico , U.S.","9,100 feet (2,774 m)","8,400 feet (2,560 m)",700 feet (213 m),74 acres (0.30 km 2 ),25 total - 32% beginner - 28% intermediate - 32% advanced - 8% expert,,120 inches (10.0 ft; 3.0 m),https://skicloudcroft.net/,32°57′2.55″N 105°42′26.07″W ﻿ / ﻿ 32.9507083°N 105.7072417°W ﻿ / 32.9507083; -105.7072417,,,
Ski Santa Fe,New Mexico,https://en.wikipedia.org/wiki/Ski_Santa_Fe,"Santa Fe County , New Mexico , U.S.","12,075 feet (3,680 m)","10,350 feet (3,155 m)","1,725 feet (526 m)",660 acres (2.7 km 2 ),88 total - 20% beginner - 40% intermediate - 40% advanced,,225 inches (18.8 ft; 5.7 m),http://www.skisantafe.com,35°47′46.77″N 105°48′4.61″W ﻿ / ﻿ 35.7963250°N 105.8012806°W ﻿ / 35.7963250; -105.8012806,,,
Taos Ski Valley,New Mexico,"https://en.wikipedia.org/wiki/Taos_Ski_Valley,_New_Mexico","Taos County , New Mexico , U.S.","12,481 ft (3,804 m)","9,200 ft (2,804 m)","3,281 ft (1,000 m)","1,294 acres (5.2 km 2 )",110 - 24% beginner - 25% intermediate - 51% advanced/expert,,300 in (760 cm),https://www.skitaos.com/,36°35′24″N 105°26′13″W ﻿ / ﻿ 36.59000°N 105.43694°W ﻿ / 36.59000; -105.43694,"Louis Bacon (Taos Ski Valley, Inc.)",,
Alta,Utah,https://en.wikipedia.org/wiki/Alta_Ski_Area,"Alta, Utah , U.S.","11,068 ft (3,374 m)","8,530 ft (2,600 m)","2,538 ft (774 m)","2,614 acres (10.58 km 2 )",116+ total 15% easiest 30% more difficult 55% most difficult,,545 in (45.4 ft; 13.8 m),http://www.alta.com,40°34′51″N 111°38′14″W ﻿ / ﻿ 40.58083°N 111.63722°W ﻿ / 40.58083; -111.63722,,,
Beaver Mountain,Utah,https://en.wikipedia.org/wiki/Beaver_Mountain,"Cache National Forest Logan Canyon , Utah , United States","8,800 ft (2,682 m)","7,200 ft (2,195 m)","1,600 ft (488 m)",664 acres (2.69 km 2 ),47 35% easiest 40% more difficult 25% most difficult,,"400 in (1,020 cm)",http://www.skithebeav.com/,41°58′05″N 111°32′28″W ﻿ / ﻿ 41.968°N 111.541°W ﻿ / 41.968; -111.541,,,
Brian Head,Utah,https://en.wikipedia.org/wiki/Brian_Head_Ski_Resort,"Brian Head, Utah","10,920 ft (3,330 m)","9,600 ft (2,900 m)","1,707 ft (520 m)",665 acres (269 ha),71 35% beginner 35% intermediate 20% advanced 10% expert,,360 in (910 cm) per year,,37°41′N 112°50′W ﻿ / ﻿ 37.683°N 112.833°W ﻿ / 37.683; -112.833,Mountain Capital Partners,,
Brighton,Utah,https://en.wikipedia.org/wiki/Brighton_Ski_Resort,"Brighton, Utah , U.S.","10,750 feet (3,277 m)","8,755 feet (2,669 m)","1,750 feet (533 m)","1,050 acres (4.2 km 2 )",66 total 21% beginner 40% intermediate 39% expert/advanced,,700 inches (58.3 ft; 17.8 m),https://www.brightonresort.com/,40°36′0″N 111°35′0″W ﻿ / ﻿ 40.60000°N 111.58333°W ﻿ / 40.60000; -111.58333,Boyne Resorts,,Operating
